iid	tag
2997	8
2998	2
2999	4
3000	18
3001	17
3002	4
3003	2
3004	5
3005	1
3006	4
3007	4
3008	4
3009	5
3010	4
3011	2
3012	2
3013	5
3014	1
3015	4
3016	8
3017	5
3018	4
3019	17
3020	17
3021	15
3022	4
3023	11
3024	15
3025	7
3026	7
3027	7
3028	23
3029	0
3030	9
3031	18
3032	9
3033	17
3034	0
3035	0
3036	0
3037	16
3038	10
3039	20
3040	4
3041	9
3042	0
3043	10
3044	9
3045	9
3046	6
3047	11
3048	5
3049	23
3050	20
3051	5
3052	5
3053	5
3054	9
3055	2
3056	5
3057	5
3058	5
3059	5
3060	17
3061	23
3062	17
3063	23
3064	17
3065	17
3066	18
3067	17
3068	4
3069	11
3070	11
3071	4
3072	3
3073	4
3074	4
3075	4
3076	4
3077	4
3078	2
3079	14
3080	4
3081	4
3082	4
3083	10
3084	9
3085	4
3086	4
3087	4
3088	4
3089	4
3090	4
3091	0
3092	4
3093	4
3094	0
3095	0
3096	0
3097	0
3098	0
3099	0
3100	0
3101	0
3102	0
3103	4
3104	9
3105	2
3106	7
3107	11
3108	0
3109	0
3110	4
3111	11
3112	0
3113	0
3114	0
3115	0
3116	0
3117	17
3118	0
3119	0
3120	4
3121	4
3122	4
3123	4
3124	9
3125	4
3126	9
3127	7
3128	0
3129	0
3130	0
3131	11
3132	0
3133	27
3134	4
3135	0
3136	4
3137	1
3138	4
3139	4
3140	9
3141	4
3142	9
3143	5
3144	11
3145	5
3146	0
3147	5
3148	9
3149	5
3150	5
3151	17
3152	20
3153	17
3154	0
3155	0
3156	0
3157	0
3158	0
3159	0
3160	9
3161	0
3162	0
3163	0
3164	0
3165	0
3166	0
3167	9
3168	0
3169	9
3170	9
3171	0
3172	0
3173	0
3174	9
3175	0
3176	0
3177	9
3178	9
3179	9
3180	0
3181	3
3182	0
3183	0
3184	9
3185	9
3186	9
3187	0
3188	0
3189	9
3190	9
3191	0
3192	9
3193	9
3194	0
3195	0
3196	0
3197	0
3198	0
3199	9
3200	9
3201	0
3202	17
3203	2
3204	2
3205	2
3206	5
3207	9
3208	2
3209	11
3210	2
3211	4
3212	13
3213	2
3214	2
3215	5
3216	8
3217	5
3218	5
3219	13
3220	9
3221	9
3222	5
3223	22
3224	9
3225	5
3226	4
3227	17
3228	17
3229	20
3230	20
3231	17
3232	26
3233	20
3234	20
3235	17
3236	17
3237	18
3238	12
3239	4
3240	5
3241	8
3242	5
3243	5
3244	5
3245	17
3246	23
3247	23
3248	22
3249	13
3250	10
3251	13
3252	20
3253	23
3254	7
3255	3
3256	3
3257	0
3258	0
3259	23
3260	7
3261	0
3262	0
3263	7
3264	0
3265	23
3266	0
3267	0
3268	12
3269	11
3270	4
3271	5
3272	0
3273	5
3274	23
3275	0
3276	0
3277	0
3278	17
3279	0
3280	0
3281	3
3282	0
3283	11
3284	17
3285	0
3286	0
3287	0
3288	0
3289	0
3290	0
3291	0
3292	0
3293	0
3294	0
3295	0
3296	0
3297	0
3298	0
3299	0
3300	0
3301	0
3302	9
3303	3
3304	18
3305	0
3306	3
3307	0
3308	0
3309	0
3310	0
3311	0
3312	0
3313	0
3314	0
3315	0
3316	0
3317	0
3318	0
3319	9
3320	17
3321	0
3322	0
3323	7
3324	0
3325	0
3326	0
3327	0
3328	0
3329	7
3330	3
3331	0
3332	0
3333	0
3334	23
3335	0
3336	17
3337	3
3338	23
3339	0
3340	0
3341	0
3342	0
3343	0
3344	0
3345	7
3346	0
3347	4
3348	0
3349	0
3350	17
3351	0
3352	0
3353	9
3354	5
3355	9
3356	11
3357	11
3358	9
3359	22
3360	1
3361	0
3362	0
3363	11
3364	4
3365	5
3366	0
3367	4
3368	0
3369	7
3370	4
3371	5
3372	5
3373	7
3374	0
3375	15
3376	7
3377	2
3378	2
3379	2
3380	2
3381	2
3382	2
3383	9
3384	2
3385	2
3386	2
3387	20
3388	2
3389	3
3390	2
3391	2
3392	2
3393	2
3394	2
3395	2
3396	2
3397	2
3398	2
3399	4
3400	23
3401	2
3402	3
3403	2
3404	2
3405	0
3406	2
3407	2
3408	0
3409	18
3410	5
3411	3
3412	0
3413	9
3414	0
3415	2
3416	0
3417	0
3418	2
3419	2
3420	2
3421	2
3422	0
3423	16
3424	16
3425	5
3426	8
3427	8
3428	11
3429	2
3430	2
3431	2
3432	5
3433	2
3434	2
3435	23
3436	23
3437	23
3438	23
3439	9
3440	11
3441	23
3442	9
3443	23
3444	22
3445	8
3446	22
3447	8
3448	13
3449	2
3450	13
3451	13
3452	4
3453	9
3454	22
3455	2
3456	2
3457	2
3458	0
3459	7
3460	0
3461	9
3462	8
3463	4
3464	9
3465	16
3466	22
3467	22
3468	9
3469	23
3470	23
3471	23
3472	13
3473	13
3474	8
3475	2
3476	2
3477	4
3478	3
3479	0
3480	0
3481	12
3482	23
3483	23
3484	23
3485	23
3486	23
3487	23
3488	23
3489	23
3490	23
3491	23
3492	23
3493	23
3494	23
3495	23
3496	1
3497	3
3498	3
3499	3
3500	0
3501	0
3502	20
3503	19
3504	3
3505	1
3506	1
3507	1
3508	3
3509	3
3510	1
3511	22
3512	9
3513	11
3514	27
3515	1
3516	17
3517	15
3518	0
3519	0
3520	0
3521	0
3522	0
3523	0
3524	3
3525	7
3526	7
3527	3
3528	3
3529	2
3530	2
3531	2
3532	0
3533	0
3534	3
3535	0
3536	8
3537	9
3538	14
3539	4
3540	27
3541	4
3542	16
3543	11
3544	12
3545	13
3546	8
3547	11
3548	5
3549	5
3550	18
3551	5
3552	15
3553	3
3554	11
3555	3
3556	3
3557	11
3558	2
3559	2
3560	11
3561	11
3562	9
3563	9
3564	17
3565	2
3566	4
3567	23
3568	17
3569	11
3570	11
3571	5
3572	0
3573	1
3574	22
3575	11
3576	1
3577	1
3578	13
3579	9
3580	1
3581	3
3582	4
3583	22
3584	5
3585	5
3586	8
3587	2
3588	1
3589	8
3590	16
3591	2
3592	23
3593	2
3594	9
3595	13
3596	5
3597	22
3598	5
3599	15
3600	8
3601	10
3602	22
3603	2
3604	2
3605	9
3606	9
3607	4
3608	1
3609	0
3610	8
3611	8
3612	8
3613	9
3614	0
3615	13
3616	1
3617	2
3618	8
3619	11
3620	12
3621	2
3622	12
3623	2
3624	9
3625	11
3626	17
3627	9
3628	1
3629	9
3630	2
3631	9
3632	2
3633	9
3634	9
3635	22
3636	9
3637	5
3638	13
3639	8
3640	9
3641	22
3642	9
3643	8
3644	9
3645	2
3646	2
3647	9
3648	17
3649	2
3650	7
3651	9
3652	9
3653	8
3654	21
3655	1
3656	7
3657	0
3658	8
3659	2
3660	1
3661	8
3662	0
3663	0
3664	5
3665	23
3666	23
3667	18
3668	11
3669	1
3670	23
3671	2
3672	2
3673	9
3674	5
3675	9
3676	4
3677	2
3678	14
3679	3
3680	2
3681	2
3682	16
3683	23
3684	11
3685	10
3686	11
3687	10
3688	12
3689	10
3690	15
3691	15
3692	4
3693	17
3694	10
3695	11
3696	5
3697	10
3698	4
3699	5
3700	11
3701	20
3702	17
3703	11
3704	2
3705	10
3706	12
3707	4
3708	0
3709	2
3710	0
3711	9
3712	3
3713	23
3714	2
3715	23
3716	0
3717	23
3718	0
3719	0
3720	16
3721	2
3722	22
3723	22
3724	7
3725	4
3726	4
3727	4
3728	0
3729	4
3730	1
3731	4
3732	4
3733	4
3734	4
3735	15
3736	2
3737	0
3738	0
3739	2
3740	2
3741	0
3742	2
3743	10
3744	2
3745	2
3746	9
3747	0
3748	23
3749	0
3750	23
3751	23
3752	0
3753	23
3754	23
3755	23
3756	4
3757	1
3758	4
3759	10
3760	1
3761	2
3762	9
3763	3
3764	1
3765	3
3766	17
3767	2
3768	4
3769	4
3770	2
3771	9
3772	9
3773	4
3774	16
3775	2
3776	1
3777	1
3778	10
3779	4
3780	4
3781	4
3782	0
3783	0
3784	0
3785	1
3786	3
3787	0
3788	0
3789	8
3790	2
3791	22
3792	22
3793	22
3794	22
3795	0
3796	22
3797	2
3798	22
3799	5
3800	22
3801	4
3802	22
3803	4
3804	4
3805	5
3806	13
3807	5
3808	4
3809	22
3810	5
3811	7
3812	22
3813	13
3814	13
3815	13
3816	15
3817	13
3818	23
3819	0
3820	13
3821	17
3822	8
3823	1
3824	8
3825	2
3826	2
3827	5
3828	13
3829	2
3830	2
3831	23
3832	2
3833	16
3834	2
3835	8
3836	5
3837	2
3838	10
3839	2
3840	11
3841	2
3842	0
3843	3
3844	0
3845	3
3846	3
3847	3
3848	9
3849	1
3850	3
3851	27
3852	1
3853	0
3854	3
3855	3
3856	0
3857	2
3858	2
3859	9
3860	5
3861	12
3862	5
3863	11
3864	5
3865	7
3866	23
3867	9
3868	5
3869	5
3870	5
3871	5
3872	23
3873	5
3874	5
3875	2
3876	11
3877	5
3878	10
3879	20
3880	5
3881	2
3882	23
3883	10
3884	5
3885	5
3886	0
3887	5
3888	9
3889	10
3890	5
3891	18
3892	3
3893	5
3894	9
3895	5
3896	5
3897	5
3898	9
3899	15
3900	9
3901	5
3902	7
3903	2
3904	5
3905	5
3906	0
3907	9
3908	2
3909	5
3910	2
3911	27
3912	13
3913	8
3914	5
3915	5
3916	23
3917	3
3918	5
3919	5
3920	13
3921	7
3922	12
3923	5
3924	3
3925	5
3926	7
3927	23
3928	5
3929	5
3930	21
3931	5
3932	5
3933	5
3934	8
3935	9
3936	9
3937	5
3938	8
3939	5
3940	23
3941	20
3942	8
3943	5
3944	5
3945	9
3946	5
3947	5
3948	4
3949	8
3950	5
3951	5
3952	0
3953	5
3954	11
3955	5
3956	5
3957	2
3958	23
3959	10
3960	9
3961	9
3962	7
3963	7
3964	9
3965	5
3966	9
3967	5
3968	22
3969	22
3970	9
3971	9
3972	12
3973	5
3974	20
3975	23
3976	23
3977	23
3978	23
3979	23
3980	23
3981	23
3982	23
3983	23
3984	23
3985	23
3986	1
3987	23
3988	23
3989	23
3990	23
3991	23
3992	23
3993	1
3994	23
3995	23
3996	0
3997	1
3998	1
3999	1
4000	23
4001	23
4002	1
4003	1
4004	23
4005	23
4006	23
4007	23
4008	1
4009	9
4010	23
4011	1
4012	23
4013	23
4014	23
4015	23
4016	23
4017	23
4018	1
4019	23
4020	23
4021	23
4022	23
4023	23
4024	23
4025	23
4026	23
4027	1
4028	9
4029	23
4030	0
4031	1
4032	23
4033	11
4034	1
4035	0
4036	0
4037	2
4038	1
4039	1
4040	5
4041	1
4042	17
4043	5
4044	1
4045	5
4046	5
4047	2
4048	1
4049	13
4050	13
4051	4
4052	4
4053	27
4054	11
4055	1
4056	5
4057	2
4058	1
4059	2
4060	2
4061	10
4062	4
4063	15
4064	5
4065	0
4066	2
4067	10
4068	11
4069	8
4070	5
4071	10
4072	2
4073	9
4074	5
4075	9
4076	4
4077	0
4078	2
4079	2
4080	21
4081	5
4082	2
4083	9
4084	9
4085	9
4086	9
4087	9
4088	0
4089	0
4090	0
4091	0
4092	0
4093	0
4094	0
4095	0
4096	0
4097	0
4098	0
4099	0
4100	0
4101	1
4102	3
4103	3
4104	3
4105	0
4106	0
4107	5
4108	3
4109	0
4110	3
4111	0
4112	0
4113	3
4114	0
4115	0
4116	0
4117	0
4118	0
4119	0
4120	3
4121	0
4122	1
4123	3
4124	11
4125	11
4126	0
4127	3
4128	14
4129	2
4130	9
4131	9
4132	22
4133	22
4134	11
4135	5
4136	10
4137	2
4138	22
4139	9
4140	9
4141	2
4142	9
4143	23
4144	0
4145	0
4146	23
4147	13
4148	23
4149	17
4150	5
4151	8
4152	23
4153	12
4154	7
4155	23
4156	5
4157	23
4158	15
4159	11
4160	10
4161	23
4162	5
4163	5
4164	23
4165	23
4166	3
4167	5
4168	7
4169	23
4170	23
4171	10
4172	10
4173	23
4174	15
4175	22
4176	22
4177	23
4178	22
4179	1
4180	1
4181	9
4182	11
4183	1
4184	1
4185	22
4186	22
4187	27
4188	1
4189	1
4190	26
4191	5
4192	8
4193	10
4194	0
4195	0
4196	5
4197	5
4198	21
4199	1
4200	11
4201	2
4202	0
4203	7
4204	0
4205	3
4206	3
4207	3
4208	4
4209	2
4210	2
4211	2
4212	2
4213	0
4214	4
4215	3
4216	11
4217	9
4218	11
4219	11
4220	13
4221	9
4222	2
4223	2
4224	2
4225	9
4226	11
4227	3
4228	27
4229	9
4230	9
4231	9
4232	9
4233	22
4234	5
4235	2
4236	22
4237	7
4238	2
4239	16
4240	1
4241	0
4242	1
4243	11
4244	16
4245	2
4246	13
4247	22
4248	22
4249	22
4250	4
4251	27
4252	9
4253	9
4254	23
4255	5
4256	0
4257	2
4258	0
4259	2
4260	5
4261	2
4262	2
4263	2
4264	2
4265	1
4266	2
4267	5
4268	2
4269	2
4270	27
4271	5
4272	1
4273	4
4274	0
4275	4
4276	1
4277	1
4278	4
4279	4
4280	4
4281	4
4282	4
4283	4
4284	2
4285	20
4286	4
4287	4
4288	4
4289	4
4290	1
4291	4
4292	4
4293	4
4294	4
4295	4
4296	4
4297	5
4298	4
4299	2
4300	13
4301	2
4302	13
4303	13
4304	5
4305	9
4306	21
4307	11
4308	5
4309	4
4310	7
4311	13
4312	5
4313	2
4314	10
4315	13
4316	2
4317	13
4318	4
4319	16
4320	2
4321	22
4322	22
4323	2
4324	11
4325	2
4326	2
4327	2
4328	22
4329	2
4330	22
4331	5
4332	22
4333	0
4334	1
4335	3
4336	0
4337	0
4338	0
4339	0
4340	4
4341	0
4342	0
4343	3
4344	0
4345	0
4346	0
4347	0
4348	0
4349	4
4350	4
4351	1
4352	9
4353	1
4354	1
4355	1
4356	1
4357	1
4358	4
4359	1
4360	0
4361	0
4362	1
4363	5
4364	1
4365	4
4366	1
4367	0
4368	0
4369	0
4370	1
4371	3
4372	1
4373	1
4374	9
4375	1
4376	9
4377	3
4378	3
4379	3
4380	3
4381	7
4382	1
4383	11
4384	5
4385	13
4386	11
4387	4
4388	3
4389	3
4390	3
4391	3
4392	3
4393	7
4394	15
4395	11
4396	3
4397	3
4398	3
4399	3
4400	3
4401	3
4402	3
4403	3
4404	3
4405	3
4406	3
4407	3
4408	3
4409	4
4410	4
4411	11
4412	1
4413	5
4414	0
4415	1
4416	1
4417	5
4418	4
4419	2
4420	9
4421	1
4422	1
4423	9
4424	27
4425	2
4426	1
4427	8
4428	22
4429	4
4430	23
4431	0
4432	4
4433	4
4434	4
4435	9
4436	8
4437	4
4438	16
4439	4
4440	4
4441	4
4442	0
4443	0
4444	0
4445	0
4446	0
4447	0
4448	0
4449	7
4450	0
4451	0
4452	0
4453	0
4454	9
4455	5
4456	5
4457	9
4458	1
4459	0
4460	0
4461	10
4462	20
4463	1
4464	1
4465	0
4466	0
4467	0
4468	2
4469	27
4470	0
4471	5
4472	5
4473	5
4474	5
4475	4
4476	5
4477	5
4478	5
4479	0
4480	5
4481	0
4482	5
4483	5
4484	5
4485	5
4486	5
4487	0
4488	4
4489	5
4490	0
4491	5
4492	0
4493	2
4494	0
4495	5
4496	5
4497	22
4498	1
4499	1
4500	10
4501	5
4502	9
4503	7
4504	9
4505	2
4506	4
4507	17
4508	0
4509	21
4510	5
4511	17
4512	1
4513	4
4514	23
4515	21
4516	20
4517	9
4518	4
4519	4
4520	4
4521	23
4522	1
4523	12
4524	1
4525	11
4526	0
4527	9
4528	4
4529	9
4530	9
4531	4
4532	23
4533	12
4534	7
4535	1
4536	1
4537	9
4538	9
4539	23
4540	9
4541	10
4542	4
4543	11
4544	23
4545	7
4546	10
4547	10
4548	10
4549	7
4550	11
4551	10
4552	23
4553	4
4554	20
4555	23
4556	20
4557	2
4558	2
4559	2
4560	2
4561	10
4562	9
4563	5
4564	9
4565	10
4566	1
4567	22
4568	5
4569	0
4570	8
4571	8
4572	9
4573	27
4574	7
4575	4
4576	9
4577	15
4578	9
4579	15
4580	21
4581	4
4582	9
4583	15
4584	9
4585	4
4586	9
4587	15
4588	17
4589	15
4590	15
4591	15
4592	0
4593	0
4594	23
4595	0
4596	0
4597	0
4598	3
4599	2
4600	0
4601	1
4602	3
4603	3
4604	3
4605	3
4606	0
4607	4
4608	1
4609	3
4610	4
4611	13
4612	4
4613	3
4614	2
4615	2
4616	2
4617	21
4618	9
4619	2
4620	15
4621	16
4622	20
4623	2
4624	5
4625	5
4626	2
4627	1
4628	5
4629	0
4630	2
4631	13
4632	2
4633	2
4634	1
4635	1
4636	5
4637	23
4638	5
4639	5
4640	2
4641	5
4642	5
4643	4
4644	5
4645	25
4646	0
4647	0
4648	0
4649	0
4650	0
4651	0
4652	23
4653	0
4654	0
4655	23
4656	23
4657	0
4658	3
4659	0
4660	0
4661	1
4662	0
4663	0
4664	3
4665	3
4666	0
4667	0
4668	0
4669	1
4670	3
4671	0
4672	0
4673	0
4674	0
4675	3
4676	0
4677	3
4678	0
4679	0
4680	4
4681	0
4682	0
4683	3
4684	3
4685	1
4686	0
4687	1
4688	0
4689	0
4690	3
4691	3
4692	3
4693	3
4694	3
4695	3
4696	3
4697	3
4698	3
4699	0
4700	0
4701	3
4702	3
4703	0
4704	0
4705	0
4706	0
4707	3
4708	9
4709	3
4710	3
4711	23
4712	9
4713	0
4714	3
4715	0
4716	3
4717	0
4718	0
4719	4
4720	3
4721	9
4722	9
4723	0
4724	0
4725	0
4726	0
4727	0
4728	23
4729	3
4730	3
4731	3
4732	3
4733	0
4734	3
4735	0
4736	0
4737	0
4738	9
4739	3
4740	0
4741	1
4742	0
4743	1
4744	0
4745	1
4746	1
4747	23
4748	2
4749	1
4750	1
4751	5
4752	3
4753	0
4754	0
4755	0
4756	9
4757	0
4758	3
4759	5
4760	0
4761	0
4762	3
4763	9
4764	9
4765	1
4766	0
4767	5
4768	5
4769	0
4770	0
4771	11
4772	2
4773	9
4774	3
4775	9
4776	3
4777	3
4778	3
4779	3
4780	0
4781	23
4782	3
4783	3
4784	2
4785	0
4786	5
4787	9
4788	3
4789	0
4790	5
4791	3
4792	3
4793	3
4794	3
4795	3
4796	23
4797	9
4798	0
4799	3
4800	3
4801	3
4802	3
4803	0
4804	0
4805	0
4806	23
4807	3
4808	3
4809	3
4810	3
4811	3
4812	3
4813	3
4814	3
4815	3
4816	3
4817	3
4818	3
4819	3
4820	3
4821	3
4822	3
4823	3
4824	3
4825	3
4826	3
4827	3
4828	3
4829	3
4830	3
4831	3
4832	3
4833	3
4834	3
4835	3
4836	3
4837	3
4838	3
4839	3
4840	3
4841	3
4842	3
4843	3
4844	3
4845	3
4846	3
4847	3
4848	9
4849	3
4850	22
4851	5
4852	5
4853	15
4854	10
4855	9
4856	10
4857	9
4858	15
4859	7
4860	10
4861	10
4862	0
4863	2
4864	8
4865	0
4866	0
4867	7
4868	9
4869	0
4870	0
4871	10
4872	10
4873	7
4874	10
4875	1
4876	7
4877	0
4878	7
4879	15
4880	7
4881	9
4882	11
4883	9
4884	9
4885	10
4886	10
4887	27
4888	11
4889	9
4890	10
4891	9
4892	10
4893	10
4894	9
4895	0
4896	9
4897	9
4898	7
4899	9
4900	9
4901	9
4902	9
4903	7
4904	4
4905	9
4906	4
4907	9
4908	10
4909	9
4910	2
4911	0
4912	9
4913	19
4914	9
4915	9
4916	9
4917	1
4918	1
4919	10
4920	0
4921	9
4922	5
4923	9
4924	9
4925	9
4926	9
4927	9
4928	27
4929	9
4930	15
4931	15
4932	4
4933	9
4934	9
4935	8
4936	4
4937	9
4938	9
4939	5
4940	10
4941	9
4942	9
4943	1
4944	1
4945	1
4946	1
4947	1
4948	1
4949	1
4950	1
4951	1
4952	1
4953	1
4954	1
4955	1
4956	1
4957	1
4958	1
4959	1
4960	1
4961	1
4962	1
4963	13
4964	13
4965	2
4966	1
4967	1
4968	1
4969	1
4970	1
4971	4
4972	0
4973	16
4974	4
4975	0
4976	0
4977	0
4978	0
4979	0
4980	0
4981	0
4982	0
4983	0
4984	0
4985	0
4986	0
4987	0
4988	0
4989	8
4990	5
4991	5
4992	4
4993	4
4994	5
4995	0
4996	5
4997	0
4998	0
4999	0
5000	2
5001	0
5002	0
5003	4
5004	2
5005	0
5006	4
5007	0
5008	11
5009	2
5010	2
5011	2
5012	5
5013	0
5014	23
5015	23
5016	22
5017	22
5018	5
5019	15
5020	2
5021	4
5022	4
5023	14
5024	13
5025	2
5026	2
5027	1
5028	1
5029	2
5030	15
5031	2
5032	13
5033	8
5034	2
5035	2
5036	2
5037	13
5038	5
5039	1
5040	5
5041	1
5042	8
5043	1
5044	1
5045	8
5046	2
5047	5
5048	2
5049	4
5050	7
5051	0
5052	0
5053	0
5054	0
5055	0
5056	1
5057	4
5058	1
5059	0
5060	0
5061	9
5062	7
5063	9
5064	1
5065	3
5066	1
5067	2
5068	1
5069	1
5070	3
5071	1
5072	0
5073	7
5074	0
5075	3
5076	7
5077	9
5078	0
5079	7
5080	7
5081	0
5082	8
5083	9
5084	2
5085	0
5086	9
5087	2
5088	0
5089	3
5090	0
5091	0
5092	9
5093	1
5094	9
5095	1
5096	5
5097	0
5098	0
5099	0
5100	0
5101	2
5102	7
5103	9
5104	0
5105	2
5106	1
5107	0
5108	23
5109	9
5110	1
5111	2
5112	5
5113	10
5114	2
5115	9
5116	5
5117	2
5118	0
5119	2
5120	1
5121	9
5122	2
5123	5
5124	13
5125	5
5126	2
5127	2
5128	2
5129	2
5130	11
5131	2
5132	4
5133	9
5134	2
5135	2
5136	2
5137	2
5138	0
5139	2
5140	2
5141	2
5142	22
5143	5
5144	1
5145	7
5146	5
5147	3
5148	5
5149	2
5150	2
5151	9
5152	2
5153	1
5154	10
5155	2
5156	0
5157	22
5158	17
5159	22
5160	7
5161	2
5162	22
5163	2
5164	5
5165	17
5166	2
5167	12
5168	5
5169	5
5170	22
5171	2
5172	22
5173	5
5174	2
5175	9
5176	16
5177	13
5178	0
5179	2
5180	1
5181	9
5182	9
5183	0
5184	9
5185	1
5186	9
5187	9
5188	11
5189	1
5190	5
5191	1
5192	0
5193	13
5194	0
5195	9
5196	1
5197	11
5198	9
5199	7
5200	13
5201	3
5202	7
5203	7
5204	22
5205	8
5206	1
5207	9
5208	11
5209	11
5210	13
5211	0
5212	13
5213	7
5214	11
5215	0
5216	8
5217	7
5218	7
5219	7
5220	9
5221	7
5222	1
5223	7
5224	11
5225	3
5226	3
5227	11
5228	7
5229	1
5230	7
5231	7
5232	7
5233	9
5234	4
5235	23
5236	7
5237	3
5238	11
5239	7
5240	11
5241	8
5242	3
5243	1
5244	1
5245	11
5246	1
5247	7
5248	11
5249	7
5250	7
5251	7
5252	7
5253	3
5254	1
5255	14
5256	9
5257	4
5258	3
5259	8
5260	3
5261	1
5262	1
5263	22
5264	10
5265	0
5266	0
5267	3
5268	3
5269	3
5270	2
5271	7
5272	7
5273	13
5274	1
5275	1
5276	0
5277	22
5278	10
5279	13
5280	11
5281	7
5282	10
5283	11
5284	7
5285	7
5286	2
5287	22
5288	4
5289	11
5290	3
5291	3
5292	0
5293	7
5294	0
5295	0
5296	0
5297	3
5298	3
5299	3
5300	1
5301	11
5302	3
5303	3
5304	7
5305	7
5306	7
5307	7
5308	7
5309	7
5310	0
5311	0
5312	0
5313	0
5314	0
5315	3
5316	3
5317	9
5318	7
5319	9
5320	0
5321	11
5322	3
5323	3
5324	9
5325	13
5326	10
5327	27
5328	8
5329	5
5330	2
5331	11
5332	18
5333	1
5334	17
5335	2
5336	9
5337	8
5338	15
5339	4
5340	4
5341	8
5342	9
5343	7
5344	0
5345	4
5346	27
5347	1
5348	1
5349	14
5350	1
5351	14
5352	9
5353	2
5354	2
5355	2
5356	5
5357	5
5358	8
5359	1
5360	4
5361	4
5362	4
5363	4
5364	22
5365	10
5366	4
5367	2
5368	27
5369	27
5370	27
5371	4
5372	4
5373	16
5374	5
5375	9
5376	4
5377	0
5378	0
5379	0
5380	0
5381	3
5382	1
5383	3
5384	0
5385	0
5386	0
5387	1
5388	9
5389	9
5390	0
5391	7
5392	5
5393	7
5394	0
5395	3
5396	22
5397	0
5398	0
5399	0
5400	5
5401	9
5402	0
5403	0
5404	0
5405	7
5406	0
5407	5
5408	0
5409	1
5410	9
5411	0
5412	0
5413	0
5414	0
5415	0
5416	5
5417	0
5418	9
5419	5
5420	7
5421	9
5422	1
5423	5
5424	5
5425	5
5426	0
5427	5
5428	7
5429	5
5430	5
5431	5
5432	3
5433	5
5434	11
5435	7
5436	7
5437	2
5438	0
5439	9
5440	11
5441	17
5442	7
5443	2
5444	0
5445	22
5446	1
5447	23
5448	23
5449	1
5450	13
5451	10
5452	5
5453	22
5454	3
5455	4
5456	3
5457	1
5458	1
5459	3
5460	3
5461	0
5462	3
5463	3
5464	2
5465	3
5466	2
5467	9
5468	0
5469	0
5470	0
5471	0
5472	0
5473	0
5474	0
5475	0
5476	0
5477	0
5478	0
5479	0
5480	0
5481	0
5482	0
5483	0
5484	0
5485	0
5486	7
5487	0
5488	0
5489	0
5490	0
5491	9
5492	0
5493	0
5494	2
5495	2
5496	1
5497	9
5498	5
5499	5
5500	8
5501	5
5502	16
5503	11
5504	13
5505	2
5506	1
5507	2
5508	0
5509	2
5510	5
5511	1
5512	2
5513	2
5514	0
5515	14
5516	4
5517	5
5518	5
5519	27
5520	13
5521	13
5522	5
5523	11
5524	3
5525	2
5526	1
5527	17
5528	2
5529	2
5530	2
5531	2
5532	17
5533	10
5534	6
5535	22
5536	11
5537	14
5538	17
5539	16
5540	1
5541	23
5542	3
5543	11
5544	0
5545	0
5546	23
5547	23
5548	7
5549	10
5550	2
5551	9
5552	0
5553	8
5554	3
5555	1
5556	3
5557	0
5558	27
5559	23
5560	9
5561	4
5562	0
5563	12
5564	5
5565	5
5566	5
5567	13
5568	11
5569	5
5570	4
5571	23
5572	1
5573	4
5574	15
5575	0
5576	4
5577	0
5578	8
5579	0
5580	4
5581	13
5582	15
5583	22
5584	4
5585	5
5586	27
5587	5
5588	1
5589	1
5590	1
5591	13
5592	5
5593	5
5594	10
5595	1
5596	1
5597	1
5598	1
5599	5
5600	4
5601	4
5602	4
5603	9
5604	4
5605	11
5606	11
5607	5
5608	0
5609	9
5610	5
5611	0
5612	8
5613	5
5614	27
5615	11
5616	0
5617	0
5618	11
5619	14
5620	4
5621	0
5622	0
5623	7
5624	0
5625	0
5626	0
5627	0
5628	2
5629	22
5630	1
5631	5
5632	1
5633	3
5634	0
5635	1
5636	0
5637	5
5638	0
5639	23
5640	23
5641	0
5642	23
5643	23
5644	23
5645	23
5646	23
5647	1
5648	4
5649	22
5650	1
5651	2
5652	0
5653	0
5654	1
5655	0
5656	5
5657	0
5658	0
5659	0
5660	0
5661	23
5662	23
5663	5
5664	2
5665	3
5666	0
5667	0
5668	2
5669	6
5670	2
5671	23
5672	2
5673	5
5674	8
5675	0
5676	10
5677	23
5678	23
5679	7
5680	5
5681	13
5682	1
5683	4
5684	5
5685	13
5686	0
5687	1
5688	0
5689	0
5690	0
5691	22
5692	22
5693	22
5694	22
5695	22
5696	22
5697	11
5698	23
5699	11
5700	10
5701	22
5702	11
5703	13
5704	13
5705	22
5706	11
5707	11
5708	7
5709	2
5710	5
5711	4
5712	2
5713	3
5714	7
5715	2
5716	0
5717	0
5718	5
5719	5
5720	10
5721	1
5722	5
5723	5
5724	26
5725	5
5726	4
5727	13
5728	5
5729	13
5730	8
5731	4
5732	13
5733	5
5734	5
5735	22
5736	13
5737	22
5738	9
5739	22
5740	5
5741	5
5742	5
5743	3
5744	22
5745	5
5746	5
5747	13
5748	8
5749	16
5750	5
5751	4
5752	5
5753	5
5754	5
5755	13
5756	5
5757	2
5758	3
5759	13
5760	7
5761	5
5762	2
5763	5
5764	5
5765	5
5766	9
5767	13
5768	5
5769	7
5770	10
5771	13
5772	13
5773	5
5774	5
5775	5
5776	13
5777	13
5778	13
5779	13
5780	8
5781	10
5782	8
5783	20
5784	13
5785	22
5786	9
5787	5
5788	5
5789	5
5790	2
5791	5
5792	22
5793	5
5794	9
