uid	iid
547	7292
547	7300
547	465
547	883
547	211
547	5908
547	6722
547	1347
547	4631
547	3561
547	6515
547	2950
547	7270
547	332
547	7294
547	6071
547	2519
547	7289
547	7267
547	1800
547	4861
547	1318
547	3539
547	6395
547	2572
547	2043
547	4878
547	434
547	7282
547	924
547	7303
547	5259
547	396
547	6022
547	7285
547	407
547	7291
547	7268
547	7272
547	2908
547	7288
547	3088
547	7299
547	5250
547	6330
547	7265
547	7304
547	5163
547	7269
547	6939
547	4918
547	7271
547	7278
547	6295
547	922
547	355
547	5252
547	3744
547	5165
547	4421
547	2473
547	6926
547	7266
547	893
547	197
548	650
548	6816
548	6402
548	7310
548	5421
548	7315
548	6306
548	1845
548	959
548	1347
548	1725
548	4183
548	6136
548	6408
548	5164
548	927
548	7312
548	197
548	5084
548	4918
548	5134
548	7318
548	7311
548	1567
548	4878
548	2758
548	7306
548	5152
548	277
548	7305
548	7309
548	1844
548	7313
548	990
548	2006
548	7320
548	193
548	4899
548	50
548	5954
548	189
548	1940
548	5281
548	3442
548	153
548	1478
548	5839
548	7319
548	3950
548	407
548	4480
548	1502
548	1586
548	1803
548	1895
548	3983
548	1632
548	1353
548	5794
548	2009
548	945
548	3682
548	7097
549	1245
549	110
549	5255
549	2208
549	7325
549	938
549	6118
549	883
549	4845
549	7324
549	7323
550	910
550	6087
550	896
550	938
550	1490
550	364
550	6807
551	3537
551	208
551	2945
551	872
551	4919
551	1363
551	1364
551	3047
551	5916
551	1504
551	153
552	938
552	883
552	4700
552	5412
552	1375
552	1538
553	6710
553	1651
553	5061
553	1232
553	7329
553	364
554	3702
554	708
554	407
554	115
554	4066
554	938
554	1680
554	3190
555	258
555	1938
555	7332
555	7331
556	7333
556	1112
556	1941
556	1689
556	1291
556	5335
556	5012
557	522
557	2665
557	710
557	2046
557	541
557	2956
557	7336
557	4056
557	197
557	1367
557	7334
557	72
557	6271
557	3502
557	6805
558	1030
558	1460
558	4525
558	3689
559	4087
559	407
559	1043
559	883
559	927
559	1249
559	872
560	5181
560	1242
560	305
560	4196
560	1902
560	1820
560	500
560	1622
561	4471
561	7341
561	2896
561	7339
562	7184
562	5644
562	1425
562	2661
563	4316
563	7343
563	1256
563	7345
563	1145
563	3677
563	5034
563	7344
563	6236
564	7327
564	798
564	1841
564	458
564	139
564	1812
564	138
564	1601
565	572
565	1363
565	883
565	3606
565	2906
565	921
565	2027
565	1632
565	911
565	1940
565	350
565	4087
565	7347
566	925
566	6125
566	2962
566	7350
566	2614
566	2160
566	240
566	7348
567	350
567	2770
567	4199
567	937
567	3847
567	7351
567	2647
567	3063
567	2490
567	7352
567	5661
567	4685
567	2762
568	1692
568	931
568	5762
568	6883
568	7356
568	7321
569	5143
569	693
569	445
569	6211
569	1678
569	5779
569	3446
569	211
569	3794
569	3431
569	1570
569	1718
570	4225
570	6728
570	4809
570	3765
570	7357
570	4371
570	6226
571	115
571	6659
571	6558
571	7360
571	1265
572	4383
572	1473
572	6261
573	925
573	6774
573	1718
573	1227
573	1095
573	433
573	1349
573	7362
574	4358
574	5716
574	415
574	714
574	2477
574	1317
574	6615
574	306
574	1230
574	3327
574	781
574	3569
574	270
574	4433
574	3943
575	7367
575	754
575	1349
575	6705
575	3190
575	1352
576	3523
576	3368
576	7372
576	4727
576	2264
576	7371
576	7369
576	2133
576	154
576	3155
576	2748
576	4038
576	6798
576	1703
576	2213
576	1419
576	2296
576	6650
576	61
576	84
576	2165
576	6429
576	2331
576	2013
576	6958
576	1921
576	7375
576	4911
576	13
576	269
576	7289
576	1351
576	6558
576	7378
576	868
576	2345
576	1984
576	2329
576	2281
576	5347
576	1449
576	5269
576	2380
576	2300
576	3287
576	7373
576	2346
576	274
576	2877
576	6104
576	4444
576	7374
576	4145
577	1337
577	707
577	2540
577	5526
578	1335
578	2037
578	4802
579	5924
579	5619
579	4237
579	783
579	4557
579	417
579	1702
579	488
579	3117
579	1705
579	3382
579	1875
579	6888
580	7385
580	742
580	4158
580	1497
580	5785
580	556
580	934
580	3456
581	3120
581	6575
581	5860
581	840
581	4488
581	184
581	1790
581	7388
581	3601
581	3371
581	2483
581	1218
581	1562
581	6517
581	1352
581	7390
581	449
581	5619
581	2906
581	6079
581	2456
581	64
581	1338
581	7391
581	5566
581	1314
581	743
581	7136
581	3149
581	893
581	3827
581	3075
581	590
581	883
581	89
581	6643
581	1122
581	1429
581	576
581	180
581	208
581	4345
581	2138
581	433
581	731
581	4420
581	6608
581	1040
581	2377
581	1267
581	7393
581	607
581	925
581	483
581	1212
581	7386
581	1079
581	1731
581	613
581	514
581	407
581	1621
581	28
581	2465
581	4868
581	648
581	801
581	650
581	896
581	7392
581	177
581	3694
581	3651
581	629
581	4269
581	2963
581	849
581	0
582	5335
582	1363
582	6256
582	6921
583	3267
583	4684
583	288
583	1974
583	2799
583	2815
583	115
583	6988
583	6926
583	2273
583	1465
583	3328
583	7400
583	7412
583	6261
583	3737
583	7197
583	1486
583	2303
583	7413
583	750
583	2080
583	2025
583	896
583	7399
583	2327
583	4984
583	5107
583	3290
583	7406
583	4811
583	1491
583	7169
583	7411
583	2758
583	3458
583	7414
583	1392
583	1619
583	7401
583	7405
583	5456
583	151
583	7089
583	380
583	4414
583	2726
583	4970
583	4077
583	483
583	4805
583	7339
583	4445
583	4988
583	4865
583	7404
584	6148
584	5984
584	992
584	5659
584	6752
584	5390
584	5156
584	6897
584	3749
584	6164
584	7418
584	2021
584	3618
585	2134
585	121
585	146
585	2833
585	5831
585	2643
585	1391
585	5001
585	108
585	6482
585	1443
585	7089
585	1487
585	2868
585	1392
585	2188
585	5616
585	291
585	3844
585	2172
585	2775
585	1965
585	6425
585	1242
585	140
585	3171
585	2421
586	6258
586	1125
586	3655
586	2378
586	7422
586	7420
586	105
586	687
586	7423
586	7421
587	5910
587	7427
587	428
587	7426
587	3136
587	41
587	7425
587	3696
587	7327
587	893
587	6369
587	6874
588	2468
588	2378
588	2399
588	2061
588	416
588	6105
588	1946
588	185
588	1325
588	115
588	7380
588	483
588	7428
588	48
588	309
588	4550
588	2665
588	630
588	1333
588	631
588	156
588	197
588	2887
588	1586
588	795
588	32
588	3254
589	3747
589	3956
589	2806
589	883
590	1558
590	934
590	197
590	1120
591	1759
591	4247
591	7431
591	4428
592	2502
592	1443
592	1482
592	2937
593	993
593	3430
593	257
593	3604
594	5758
594	2067
594	126
594	3854
594	5463
594	726
595	5823
595	4381
595	2376
595	7436
595	6191
595	5328
595	7434
595	7435
595	1781
595	5630
595	4461
595	4950
595	6253
595	7210
595	1561
595	5050
596	1403
596	6172
596	7357
596	990
596	887
596	7440
596	598
596	3495
596	945
596	7437
597	1064
597	1520
597	2041
597	658
598	3092
598	2224
598	3515
598	7443
598	734
598	5911
598	7442
599	2461
599	3168
599	5551
599	1938
599	7445
599	3366
599	1347
600	1245
600	1565
600	6983
600	324
600	1546
600	6657
600	1995
600	1676
600	1371
600	3019
600	725
600	947
600	1564
600	1000
600	7447
601	7199
601	115
601	6269
602	2663
602	3802
602	1355
602	1525
602	708
602	1264
602	4376
602	1122
602	457
602	741
603	4561
603	798
603	4366
604	2160
604	2770
604	211
604	5991
604	1823
604	7451
604	115
604	3579
604	1314
604	893
605	3913
605	1060
605	2586
605	2108
605	5613
605	1006
605	4078
605	7452
605	3630
605	3829
605	2930
605	4633
605	5951
605	341
605	2610
605	5042
605	1882
605	4316
605	1555
605	1070
605	5039
605	338
605	1692
605	3806
605	5354
605	960
605	2055
605	2612
605	3653
605	6806
605	5991
605	1654
605	738
605	326
605	4189
605	18
605	921
605	1128
605	5920
605	2966
605	993
605	316
605	1103
605	5778
605	456
605	4079
605	2457
605	4428
605	1890
605	317
605	7454
605	665
605	5952
605	7457
605	321
605	7196
605	7386
605	7453
605	1056
605	3373
605	3628
605	3510
605	1891
605	3270
605	1037
605	2566
605	4566
606	4913
606	3792
606	5755
606	3898
606	3809
606	6614
606	1622
607	5820
607	6781
607	115
607	585
608	6213
608	1050
608	793
608	285
608	3396
608	3016
608	5023
608	2655
608	3860
608	1057
608	1720
608	2055
608	2626
608	1315
608	3742
608	7462
608	7463
608	4868
608	2690
608	1503
608	1979
608	4988
608	488
608	615
608	3214
608	931
608	1042
608	1084
609	4951
609	6964
609	5660
609	6267
609	1632
609	2236
609	7465
609	6398
609	6653
609	1349
609	883
609	2758
609	7464
609	7466
609	4362
609	4629
609	1859
609	2387
609	6084
609	5657
609	924
609	2437
609	6164
609	3018
610	5401
610	398
610	5614
610	407
610	3179
610	6863
610	3185
610	7411
610	2229
610	61
610	7472
610	6279
610	4519
610	7471
610	3119
610	2933
610	1095
610	2064
610	2916
610	881
610	115
610	4420
610	664
610	922
610	3363
610	353
610	6547
610	4722
610	5606
610	2879
610	7469
610	3302
610	1620
610	208
610	6910
610	2175
610	7470
610	182
610	2379
610	1332
610	4894
610	7473
610	2437
610	7467
610	7474
610	1383
610	2902
610	364
610	4584
610	4564
610	5651
610	2602
611	1590
611	947
611	1580
611	4562
611	1092
611	1229
612	6367
612	6358
612	1475
613	7490
613	5819
613	2855
613	4327
613	2571
613	5170
613	5859
613	6937
613	115
613	602
613	153
613	7484
613	1940
613	7492
613	5807
613	7478
613	3179
613	7489
613	2402
613	4043
613	1939
613	7486
613	6931
613	1263
613	7301
613	7291
613	350
613	3442
613	872
613	7479
613	7491
613	1095
613	7483
613	2647
613	1040
613	2022
613	7485
614	2363
614	7498
614	1243
614	7496
614	3213
614	288
615	1751
615	539
615	2753
615	364
615	7500
615	692
615	3277
616	6633
616	2827
616	7166
616	178
616	3330
616	2210
616	5487
616	1095
616	146
616	5231
616	3865
616	2803
616	6165
616	2314
616	4728
616	1206
616	260
616	3656
616	131
616	3144
616	7505
616	2165
616	2109
616	5471
616	3522
616	5489
616	1356
616	114
616	1362
616	223
616	2076
616	7397
616	4867
616	2040
616	3438
616	5942
617	446
617	3578
617	974
617	7506
617	2354
617	3016
617	1171
617	7508
617	312
617	5483
617	3219
617	20
617	1069
617	4302
617	432
617	1564
617	4193
617	485
618	1794
618	922
618	646
618	2035
618	5604
618	1153
618	3002
618	3676
618	7511
618	2288
618	927
618	1344
618	7510
618	3906
618	1051
618	3399
618	938
618	1085
618	1430
618	7509
619	465
619	6301
619	407
619	1349
619	5061
619	3732
619	7518
619	926
619	2903
619	2909
619	7524
619	2953
619	5109
619	2931
619	2027
619	3907
619	3585
619	1088
619	7525
619	925
619	7515
619	935
619	1857
619	2905
619	355
619	1651
619	1608
619	7528
619	7529
619	1231
619	4385
619	7516
619	7046
619	3961
619	297
619	1856
619	3122
619	3594
619	6680
619	4503
619	3898
619	5859
619	6112
619	911
619	5410
619	938
619	5115
619	189
619	1126
619	115
619	2908
619	434
619	209
619	1478
619	1794
619	2899
619	2766
619	2902
619	872
619	364
619	613
619	896
619	2945
619	3960
619	2386
619	7512
619	5186
619	2855
619	4721
619	3177
619	1172
619	876
619	1804
619	3644
619	3190
619	6986
619	2906
619	1353
619	6693
619	7521
619	5845
619	931
619	909
619	4562
619	1233
619	2910
619	937
619	2994
619	208
619	3439
619	881
619	2861
619	1351
620	5747
620	6067
620	2992
620	3810
620	4919
620	2668
620	288
620	7530
621	3938
621	1811
621	7541
621	2518
621	7536
621	1417
621	3480
621	5802
621	364
621	3531
621	2647
621	1632
621	6646
621	7429
621	6085
621	4114
621	6040
621	2541
621	1358
621	5397
621	2029
621	7540
621	7551
621	7547
621	7552
621	938
621	2129
621	3883
621	1405
621	2105
621	2538
621	7546
621	2951
621	6864
621	3725
621	2664
621	6843
621	5013
621	883
621	3429
621	2241
621	921
621	2908
621	3511
621	5394
621	3876
621	1651
621	2329
621	2947
621	6353
621	7012
621	1347
621	3184
621	2903
621	7543
622	6297
622	6422
622	5020
622	7555
623	2138
623	1123
623	52
623	1537
623	4484
623	3862
623	3082
623	3897
623	488
623	1771
623	4074
623	1718
623	4043
623	1559
623	1834
623	5745
623	1459
623	571
623	5215
623	1791
623	1595
623	5994
623	167
623	2009
623	6067
623	520
623	1101
623	6241
623	3885
623	208
623	7556
623	1880
623	5431
623	1011
623	306
623	4593
623	661
623	650
623	1217
623	1838
623	1526
623	3836
623	3909
623	4267
623	7560
623	7222
623	1065
623	3923
623	523
623	115
623	717
623	2427
623	1413
623	7559
623	784
623	5656
623	1438
623	5794
623	1243
623	5374
623	204
623	2325
623	7557
624	921
624	3064
624	449
624	2437
625	3111
625	1324
625	2953
625	2432
626	1243
626	353
626	7113
626	1349
626	7565
626	2468
626	2983
626	1417
626	7563
626	648
626	2035
626	991
626	7269
626	711
626	628
626	3812
626	5445
626	463
626	7566
626	7564
626	607
626	399
626	1401
627	7094
627	3293
627	7567
627	63
627	2185
627	7597
627	2832
627	5099
627	1480
627	3288
627	5934
627	2720
627	7568
627	3628
627	1958
627	44
627	5544
627	4115
627	2242
627	1686
627	1912
627	2260
627	4705
627	5055
627	7587
627	3301
627	1957
627	2284
627	4112
627	2249
627	6740
627	5964
627	1401
627	899
627	1483
627	5074
627	7570
627	758
627	1970
627	2823
627	2111
627	4650
627	3719
627	2537
627	1124
627	2926
627	1449
627	2929
627	7608
627	2715
627	2143
627	3500
627	2737
627	7600
627	1238
627	2013
627	113
627	3342
627	5059
627	1949
627	271
627	7592
627	2264
627	6360
627	1946
627	4648
627	5670
627	7571
627	5098
627	5672
627	7593
627	4654
627	5975
627	2067
627	2577
627	2182
627	49
627	4460
627	2237
627	3842
627	2415
627	4653
627	2877
627	6089
627	5579
627	7591
627	7535
627	95
627	4414
627	4700
627	3315
627	7610
627	110
627	7536
627	2169
627	2324
627	132
627	2309
627	122
627	107
627	177
627	27
627	2233
627	1742
627	82
627	2191
627	1464
627	2100
627	381
627	2101
627	2065
627	4339
627	4345
627	6429
627	4106
627	2547
627	2158
627	1714
627	9
627	3335
627	1730
627	2117
627	1392
627	5636
627	4367
627	2256
627	25
627	2278
627	7586
627	478
627	2303
627	2258
627	7572
627	3158
627	178
627	14
627	2210
627	31
627	7585
627	6093
627	2165
627	2776
627	2524
627	3305
627	779
627	1442
627	2270
627	5878
627	11
627	2362
627	230
627	2132
627	1180
627	1187
627	7574
627	2123
627	2517
627	1242
627	40
627	2799
627	2083
627	7584
627	118
627	6212
627	91
627	5978
627	2211
627	3341
627	7576
627	7589
627	5997
627	7594
627	1745
627	5575
627	2170
627	7603
627	4715
627	137
627	2255
627	2795
627	784
627	778
627	1453
627	5926
627	4769
627	6648
627	7588
627	5468
627	101
627	486
627	30
627	171
627	2262
627	7606
627	1859
627	7579
627	4663
627	2279
627	4662
627	7096
627	3098
627	5968
627	2105
627	2341
627	2343
627	3325
627	111
627	2168
627	5488
627	888
627	6450
627	1404
627	1919
627	7602
627	7582
627	1066
627	2176
627	1917
627	3343
627	1911
627	6151
627	2209
627	2202
627	3289
627	5060
627	1460
627	4342
627	1484
627	1463
627	3312
627	7598
627	2708
627	215
627	7569
627	7607
627	6148
627	2203
627	5052
627	3572
627	5939
627	1443
627	2183
627	7404
627	2280
627	4660
627	2162
627	4717
627	1828
627	90
627	2164
627	1417
627	2159
627	2177
627	121
627	1391
627	3295
627	1734
627	2723
627	3327
627	2710
627	151
627	1481
627	380
627	2297
627	2494
627	6428
627	2503
627	3171
627	1247
627	7249
627	3366
627	3038
627	2198
627	898
627	2216
627	2522
627	2453
627	108
627	5625
627	4569
627	2220
627	261
627	2272
627	4256
627	2174
627	2442
627	2188
627	2084
627	2287
627	773
627	4678
627	2085
627	2702
627	61
627	2464
627	6798
627	1403
627	1617
627	2155
627	39
627	3164
627	1461
627	2227
627	2322
627	2509
627	1916
627	2193
627	2030
627	4274
627	3175
627	48
627	542
627	2312
627	2331
627	4676
627	2948
627	1972
627	2347
627	1992
627	2835
627	2411
627	2328
627	3339
627	1475
627	2544
627	1655
627	6135
627	2521
627	6018
627	2298
627	2506
627	2214
627	84
628	3055
628	6830
628	559
628	5350
628	2367
628	2518
629	3871
629	5713
629	7614
629	1151
629	7615
629	1648
629	905
629	7617
629	3009
629	3366
629	3655
629	7613
629	3307
629	1153
629	1205
630	2317
630	1920
630	3177
630	2261
630	7340
630	16
630	2878
630	4115
630	7626
630	2811
630	1806
630	1840
630	1242
630	1973
630	7620
630	2156
630	903
630	1466
630	1468
630	2212
630	3097
630	6216
630	2164
630	4094
630	2925
630	1243
630	2494
630	6739
630	6178
630	5059
630	7598
630	921
630	5344
630	1489
630	2318
630	5642
630	4360
630	1421
630	7622
630	6354
630	1486
630	4676
630	3042
630	2201
630	4805
630	7627
630	6186
630	3856
630	5974
630	525
630	1444
630	386
630	4139
630	2344
630	5622
630	7624
630	2880
630	5893
630	2734
630	3333
630	121
630	2533
630	6099
630	2291
630	6601
630	7259
630	4126
630	4095
630	1377
630	2130
630	2192
630	392
630	3523
630	2924
630	1363
630	2265
630	2532
630	1742
630	2302
630	1482
630	1253
630	1734
630	6798
630	3305
630	2332
630	7621
630	3289
630	1919
630	7619
630	2894
630	108
630	4984
630	910
630	5484
630	6183
630	132
630	1484
630	2886
630	2280
630	1921
630	486
630	3095
630	1066
630	2890
630	137
630	449
630	4982
630	7157
630	2067
630	4096
630	1387
630	2262
630	3197
630	3572
630	2333
630	7625
630	5652
630	3179
630	6357
630	927
630	6089
630	1968
630	1470
630	89
630	2875
630	2278
630	5625
630	1479
630	2124
630	2013
630	2355
630	2727
630	1461
630	937
630	1959
630	2347
630	2896
630	3182
630	3264
630	1418
630	2303
630	6851
631	3358
631	3356
631	1318
631	3002
631	4788
631	879
631	2431
631	6482
631	5859
631	6065
631	7565
631	2875
631	2540
631	2429
631	1426
631	2526
631	7635
631	6962
631	788
631	2868
631	1204
631	3177
631	400
631	6124
631	2532
631	1368
631	7155
631	6391
631	6425
631	6291
631	118
631	323
631	3581
631	3347
631	1380
631	7638
631	921
631	2855
631	8
631	3452
631	148
631	2521
631	7633
631	1215
631	2791
631	922
631	872
631	2411
631	2833
631	892
631	4080
631	5492
631	2910
631	2040
631	3966
631	2571
631	4787
631	1940
631	2643
631	7630
631	3073
632	2320
632	1443
632	3871
632	2107
632	4663
632	761
632	1965
632	1188
633	3532
633	1561
633	1558
633	3144
633	4438
633	1150
634	921
634	4989
634	4467
635	105
635	7640
635	3366
636	4652
636	5332
636	5644
636	3194
636	2060
636	3020
636	6454
636	382
636	6172
636	1618
636	3163
636	920
636	1417
636	5717
636	2284
636	711
636	1916
636	181
636	434
636	309
636	1524
636	2245
636	4655
636	6474
636	2518
636	2468
636	6252
637	642
637	7642
637	7641
637	6107
637	908
638	3256
638	4471
638	6959
638	5131
638	182
638	2958
638	945
638	571
638	338
638	407
638	3476
638	445
638	795
638	6599
638	1363
638	1275
639	7644
639	2074
639	208
639	4950
639	5984
639	2012
639	6462
639	3190
639	4456
639	6641
639	382
639	1094
639	549
639	1429
639	4947
639	7221
639	1364
639	1080
639	1829
639	1214
639	7508
639	115
639	716
639	1061
639	3779
639	565
639	7528
639	3220
639	1833
639	1030
639	297
639	3057
639	1842
639	440
639	596
639	294
639	3870
639	7648
639	5363
639	191
639	7533
639	3873
639	7646
639	7087
639	26
639	3664
639	391
639	4352
639	751
639	5873
639	2861
639	1318
639	925
639	7347
639	3836
639	5502
639	5466
639	1306
639	7647
639	346
639	568
639	4129
639	1823
639	3928
639	5166
639	1713
639	3644
639	872
639	5037
640	138
640	2020
640	3190
640	2964
640	622
640	844
640	3581
640	3144
640	7650
640	4151
640	7312
640	2916
640	2671
640	3779
640	4196
640	3835
640	832
640	3560
640	3472
640	4340
640	325
640	620
640	3570
640	34
640	648
640	7658
640	4605
640	115
640	7657
640	2768
640	3643
640	1561
640	3396
640	233
640	5498
640	292
641	7661
641	2246
641	4138
641	6450
641	3011
641	3738
641	4584
641	2740
641	795
641	3324
641	321
641	4472
641	3608
641	4629
641	4144
641	7659
641	1242
641	4685
641	559
641	1175
641	2022
641	3333
641	2212
641	5787
641	153
641	288
641	2443
641	2927
641	7662
641	52
641	2539
641	7568
641	2036
641	391
641	4748
641	6444
642	2302
642	6445
642	6220
643	2460
643	1040
643	2424
643	177
643	0
643	456
643	7663
644	7668
644	1830
644	822
644	7259
644	1403
644	1332
644	1120
644	3387
644	881
644	1243
644	4146
644	2155
644	7665
644	2494
644	7666
644	3927
645	2482
645	680
645	7219
645	6810
646	179
646	932
646	4865
646	4713
646	2963
646	1120
646	3892
646	353
646	684
646	3113
646	188
646	4077
646	3262
646	2303
646	400
646	2027
646	7672
646	6542
646	1363
646	5310
646	3333
647	5829
647	4029
647	4550
647	3049
648	7676
648	1568
648	7674
648	1100
648	2975
648	153
648	333
648	3456
648	1156
648	7675
648	407
648	3836
648	5574
648	3122
648	2902
648	6266
648	3644
648	115
648	2636
648	3878
648	7677
649	356
649	7463
649	2321
649	51
649	5996
649	7681
649	6274
649	7678
649	6633
649	317
649	295
649	786
649	1058
649	920
649	2011
649	2228
649	3620
649	2805
649	825
649	6885
649	7680
649	7683
649	62
649	7679
649	318
649	2474
649	2236
649	4267
649	611
649	664
650	2363
650	4584
650	6647
650	3971
650	1341
650	910
650	51
650	1651
650	2426
650	2766
650	1332
651	2817
651	6413
651	4593
652	2332
652	1979
652	104
652	1110
652	7259
652	105
652	594
652	400
652	2981
652	7686
652	5326
652	1460
652	2693
653	3716
653	6425
653	5979
654	3848
654	7688
654	2754
654	6077
654	1696
655	6151
655	3095
655	3553
656	2609
656	3220
656	7692
656	7690
656	5672
656	872
656	708
656	927
656	1013
656	1363
656	6032
656	285
656	1120
657	2387
657	352
657	1502
657	1311
657	3721
657	2623
657	3537
657	5404
657	7275
657	7695
657	2437
657	5794
657	7504
657	7693
657	927
657	6365
657	7694
657	2910
657	1860
657	7696
657	1349
658	1771
658	3691
658	2731
658	1347
658	115
658	1697
658	1901
658	1509
658	7372
658	2244
658	153
658	6697
658	737
658	725
658	588
658	715
658	6466
658	3455
658	693
658	338
658	1272
658	7697
658	2381
658	2738
658	3867
658	986
658	552
658	317
659	1410
659	7700
659	7698
659	4294
659	2026
659	7701
659	3955
659	2508
660	4423
660	3319
660	7703
660	153
660	1229
660	1622
660	2944
661	971
661	469
661	667
661	1520
661	5032
661	4627
661	3467
661	7708
661	115
661	4048
661	1137
661	7707
661	3680
661	1353
661	3380
661	7709
661	1231
661	5026
661	6549
661	2694
661	1222
662	3497
662	872
662	4898
662	921
662	4399
662	3177
662	6200
662	937
662	7711
662	6948
663	3304
663	689
663	6581
663	899
663	5996
663	1186
664	1710
664	612
664	2766
664	5614
664	6885
664	238
664	5574
664	3440
664	906
665	924
665	2766
665	5143
665	4951
665	364
665	7716
665	2909
665	5061
665	7715
665	407
665	4699
665	3167
666	2768
666	4271
666	6490
666	7718
667	2315
667	3572
667	6002
667	3189
667	5597
667	1931
667	533
668	7184
668	2328
668	7160
668	7719
669	1347
669	3302
669	1718
669	88
669	592
669	1592
669	1095
669	407
669	3038
669	865
669	7721
669	872
669	4251
669	4385
669	433
669	922
669	896
669	2018
669	7645
669	945
669	7247
669	1229
669	938
669	277
669	4142
669	1364
669	4011
669	525
669	1565
669	2660
669	208
669	2749
669	115
669	1617
669	3655
669	472
669	189
669	921
669	193
669	910
669	6098
670	222
670	101
670	2342
670	2362
670	2462
671	4299
671	1749
671	3797
671	2565
671	7723
671	6858
671	1347
671	2945
671	6724
672	398
672	1363
672	2647
673	1088
673	6574
673	1231
673	407
673	937
674	3302
674	2642
674	2647
674	921
675	5388
675	3363
675	364
675	1332
675	350
676	4444
676	4584
676	407
676	2643
676	6576
676	7729
676	197
676	7444
676	364
676	269
676	7728
676	115
676	3856
676	3971
677	2032
677	3655
677	1229
678	6993
678	3469
678	6652
678	7730
679	7733
679	2754
679	1940
679	385
679	7731
679	938
679	7715
679	7734
679	927
679	896
679	208
679	115
679	6767
679	1229
679	3051
679	2121
680	1651
680	364
680	2980
681	6100
681	1581
681	2048
681	1376
682	54
682	3813
682	7548
682	400
682	211
682	1712
682	2427
682	7735
682	4964
682	2483
682	1141
682	1480
682	962
682	2684
682	2663
682	2004
682	896
683	6514
683	7737
683	7739
683	1353
683	7746
683	1363
683	4971
683	7575
683	1622
683	1608
683	1795
683	1233
683	883
683	7740
683	3687
683	1811
683	795
683	7520
683	7741
683	931
683	2006
683	1499
683	7676
683	1088
683	4068
684	2399
684	5563
684	1203
684	1834
684	417
684	6831
685	5332
685	2594
685	232
685	4180
685	3611
685	1161
685	4111
685	4433
686	1532
686	1934
686	2441
686	6408
686	6294
686	1275
686	3400
686	639
686	5353
686	5619
686	2347
686	1685
686	6464
686	2443
686	3430
686	7753
686	88
686	2587
686	6768
686	920
686	4617
686	1153
686	239
686	2122
686	6689
686	4059
686	7216
686	1549
686	838
686	6007
686	929
686	2059
686	4559
686	3755
686	2036
686	3830
686	6427
686	1672
686	3533
686	7752
686	3255
686	3841
686	1497
686	7357
686	3063
686	2497
686	4079
686	1147
686	496
687	795
687	1459
687	5606
687	665
687	1653
687	3061
687	3519
687	707
687	1237
688	4953
688	5781
688	2586
688	3822
688	7754
688	7164
688	3380
688	3241
688	2438
689	1156
689	1135
689	7755
689	7103
689	1879
689	835
689	1037
689	2622
689	3003
689	1682
689	5036
690	5827
690	7756
690	449
690	2364
690	4176
690	2213
690	232
690	3332
690	6423
690	4172
690	4187
690	2051
690	4136
690	156
690	2054
690	9
690	3628
690	109
690	5960
690	4631
690	2939
690	2335
690	7094
690	1343
690	1339
690	5964
690	3424
690	585
690	4487
690	2347
691	7757
691	548
691	5596
691	917
691	5574
691	7761
691	2884
691	7763
691	2587
692	1711
692	5545
692	3323
693	136
693	3332
693	2272
693	7161
693	2172
693	4450
693	2210
693	2526
693	1420
693	2256
693	3315
693	3063
693	2196
693	3289
693	6494
693	2302
693	2333
693	1451
693	513
693	3288
693	5183
693	3118
693	492
693	3257
693	3366
693	1468
693	6271
693	1053
693	87
693	1462
694	2889
694	2545
694	3009
694	2374
694	3365
694	743
694	1010
694	3871
694	2658
694	2983
694	1592
694	1787
695	910
695	7771
695	937
695	6491
695	4236
695	480
695	7772
695	872
695	3883
695	5234
695	5813
695	6273
695	7767
695	1650
695	692
695	1264
695	2860
695	7766
695	1095
695	153
695	1632
696	453
696	333
696	7566
696	3623
696	3661
696	3396
697	147
697	133
697	4719
697	791
697	7773
697	620
697	6
697	180
697	458
698	698
698	1828
698	2168
698	1561
698	1192
698	2317
698	1016
698	746
698	2150
698	1243
699	129
699	6102
699	562
699	507
699	3265
699	3001
700	2355
700	1801
700	7116
700	3448
700	1711
700	1746
700	2297
700	7775
700	2637
701	5779
701	5083
701	3500
701	2498
701	2554
701	297
701	883
701	1461
701	938
701	5984
701	530
701	6525
701	7325
701	208
702	7779
702	2619
702	1170
702	7778
702	3757
702	271
702	7103
702	823
702	3452
702	5011
703	3371
703	576
703	115
703	370
703	4065
703	7780
703	7715
703	2428
703	7447
703	3659
703	666
703	3030
703	947
704	6098
704	413
704	1213
705	4299
705	6641
705	3744
705	1157
705	521
705	5367
705	3603
706	7782
706	590
706	364
706	3190
706	3431
706	3964
706	7784
706	7781
706	1632
706	2950
706	407
706	2906
706	3913
706	1103
706	7785
706	4570
706	7783
707	2707
707	222
707	1317
707	1039
707	1995
707	3828
707	7718
707	477
707	552
707	83
707	7789
707	1564
707	1230
707	2566
707	2575
707	1124
707	6771
707	1229
707	3949
707	4360
707	6848
707	3573
707	7793
707	7794
707	1837
707	653
707	977
707	3578
707	706
707	646
707	50
707	7788
707	7792
707	2455
707	2480
707	1880
707	1208
707	1007
707	180
707	932
707	2478
707	654
707	1061
707	161
707	115
707	244
707	635
707	3016
707	78
707	667
708	4354
708	4063
708	355
708	1231
708	1347
708	921
708	922
708	2770
708	407
708	7796
709	4493
709	7797
709	560
709	6339
709	2622
709	4124
709	88
709	2761
709	6769
709	2038
709	1689
709	1678
709	7219
